State,City,Restaurant Name,Location,Category,Dish Name,Price (INR),Rating,Rating Count
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,Recommended,Cheese Lovers  Pizza,328.0,4.7,4
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,Recommended,Cheesy Macaroni Veg Pizza,328.0,2.0,3
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,Recommended,Garlic-to-pizza Pizza,328.0,4.0,1
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,Dessert,Choco Lava,133.0,4.7,33
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,Dessert,Triple Chocolate Brownie,129.0,4.5,2
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,La Pino'z Paneer Pizza Regular,308.0,4.5,1
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Capsicum Pizza Regular,125.0,5.0,3
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Onions Pizza Regular,115.0,4.6,11
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Sweet Corn Pizza Regular,125.0,5.0,4
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Burn To Hell Pizza Regular,286.0,4.4,2
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Cheezy-7 Pizza Regular,308.0,4.4,19
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,English Retreat Pizza Regular,308.0,4.5,2
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Garden Special Pizza Regular,286.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Sweet Heat Pizza Regular,286.0,4.8,1
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Spring Fling Pizza Regular,207.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Farm Villa Pizza Regular,286.0,4.4,2
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Las Vegas Treat Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Lovers Bite Pizza Regular,207.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Paneer Tikka Butter Masala Pizza Regular,286.0,5.0,8
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Peri Peri Veg Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Cheese Lovers Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Hot Passion Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Pesto & Basil Special Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Indian Style Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Tandoori Special Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Authentic Veg Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Double Cheese Margherita Pizza Regular,207.0,4.9,8
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Ala Mexican Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Paneer 65 Regular,255.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Tandoori Paneer Pizza Regular,286.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Paneer Special Pizza Regular,286.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Cheesy Macaroni Veg Pizza Regular,308.0,4.2,1
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Garlic-to-pizza Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Mac Special Pizza Regular,207.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Pesto & Basil Veg Pizza Regular,207.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Veg Hawaiian Pizza Regular,207.0,4.5,1
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Korma Special Pizza Regular,308.0,0.0,0
Gujarat,Ahmedabad,La Pino'z Pizza,Sola,DOTD,Spicy Veggie 65 Regular,308.0,4.9,1
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Tandoori Paneer Craver (10cm),169.0,4.2,7
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Spicy Chicken Craver (10cm),169.0,4.0,2
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Classic Chicken Craver (10cm),169.0,4.1,1
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Chicken Seekh Craver (10cm),169.0,0.0,0
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Cheesy Paneer Tikka,329.0,4.3,3
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Cheesy Lamb Pepperoni,329.0,4.0,1
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Cheesy Chicken Tikka,329.0,3.8,3
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Cheesy Mexican,309.0,3.7,4
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Potato Chilli Cheese,289.0,3.4,4
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Egg'n Chicken Melt,289.0,0.0,0
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Cheesy American BBQ,309.0,0.0,0
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Chicken Keema Melt,289.0,0.0,0
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Double Egg n' Cheese Omelette Sandwich,219.0,0.0,0
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Veggie Delite Sandwich,229.0,4.5,93
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Aloo Patty Sandwich,249.0,4.2,85
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Paneer Tikka Sandwich,259.0,4.4,44
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Chilli Bean Patty Sandwich,259.0,4.4,33
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Corn & Peas Sandwich,249.0,4.6,46
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Veg Shammi Sandwich,259.0,4.2,24
Gujarat,Ahmedabad,Subway,Ghatlodia,Recommended,Roasted Chicken Strip Sandwich,279.0,4.8,11
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,HNH Ice Cream Pastry,Berry Cheesecake Ice Cream Pastry (120 Ml),279.0,4.4,4
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,HNH Ice Cream Pastry,Choco Rocher Ice Cream Pastry (90 Ml),219.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,HNH Ice Cream Pastry,Biscoff Ice Cream Pastry (120 Ml),279.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,HNH Ice Cream Pastry,Lychee Strawberry Ice Cream Pastry (80 Ml),219.0,4.4,3
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,HNH Ice Cream Pastry,Tiramissu Pastry (140 Ml),199.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,HNH Ice Cream Pastry,Hazelnut Rocher Ice Cream Pastry (200 Ml),309.0,4.5,1
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,HNH Ice Cream Pastry,Truffle-oh Ice Cream Pastry (190 Ml),309.0,4.6,2
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Cherry Berry Cake (900 Ml),749.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Chocolate Therapy Cake (1200 Ml),1299.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Biscoff Ice Cream Cake (950 Ml),1399.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Chocolate Celebration Cake (800 Ml),649.0,5.0,1
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Pistachio Berry Cake (1250 Ml),1199.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Tiramisu Cake (1250 Ml),1099.0,4.9,2
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Biscoff Ice Cream Bento Cake (450 Ml),649.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Chocolate Celebration Bento Cake (450 Ml),499.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Tiramisu Bento Cake (450 Ml),469.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Choco Rocher Cake (800 Ml),949.0,4.8,1
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Lychee Strawberry Cake (675 Ml),949.0,4.8,1
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Hazelnut Rocher Cake (1400 Ml),1699.0,0.0,0
Gujarat,Ahmedabad,Huber & Holly,Vaishnodevi Circle,Ice Cream Cake HNH,Berry Cheese Cake (1300 Ml),1699.0,4.3,2
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,Corn & Cheese Burger,159.04,4.5,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,McSpicy Chicken Burger,228.57,5.0,4
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,McCheese Burger Veg,264.76,2.8,4
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,Veg Maharaja Mac Burger,228.57,5.0,3
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,Big Spicy Paneer Wrap,241.9,5.0,4
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,Grilled Chicken & Cheese Burger,168.57,4.7,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,McCheese Burger Chicken,284.76,4.6,2
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,McSpicy Premium Veg Burger,252.38,4.5,2
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,Big Spicy Chicken Wrap,261.9,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,Chicken Maharaja Mac Burger,275.23,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,McSpicy Premium Chicken Burger,261.9,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burgers & Wraps,McSpicy Paneer Burger,219.04,3.0,5
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Fries & Sides,Fries (Large),141.9,5.0,4
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Fries & Sides,Piri Piri Spice Mix,23.8,4.7,4
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Fries & Sides,Fries (Medium),121.9,5.0,4
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Fries & Sides,9 Pc Chicken Nuggets,219.03,4.3,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Fries & Sides,6 Pc Chicken Nuggets,195.23,4.3,2
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Fries & Sides,Fries (Regular),81.9,4.8,2
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),McSpicy Premium Burger Veg Combo,385.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),Grilled Cheese and Chicken Burger Combo,315.23,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),McSpicy Premium Burger Chicken Combo,388.57,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),McCheese Burger Chicken Combo,388.57,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),McCheese Burger Veg Combo,388.57,4.6,3
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),Veg Maharaja Mac Burger Combo,388.57,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),Chicken Maharaja Mac Burger Combo,388.57,4.3,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),Big Spicy Paneer Wrap Combo,361.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),Big Spicy Chicken Wrap Combo,371.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Burger Combos ( 3 Pc Meals ),Corn & cheese Burger Combo,310.47,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Crispy Veggie Burger + McVeggie Burger + Fries (M).,424.76,5.0,2
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Korean Mc Spicy Paneer Burger Combo (M).,361.9,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Crispy Veggie Burger Meal (M).,327.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Korean Mc Spicy Chicken Burger.,243.8,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Mc Crispy Chicken Burger.,224.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Korean Mc Spicy Paneer Burger.,235.23,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Crispy Veggie Burger.,200.0,4.6,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Mc Crispy Chicken Burger Meal (M).,367.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Mc Crispy Chicken Burger + McChicken Burger + Fries (M).,430.47,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Mexican Range & New Offerings,Korean Mc Spicy Chicken Burger Combo (M).,372.38,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Coke,103.0,4.6,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),McCafe-Classic Coffee,216.0,4.9,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Mango Smoothie,211.0,5.0,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),American Mud Pie Shake,205.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Latte Coffee (S),178.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Strawberry Shake,185.0,4.7,1
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Chocolate Flavoured Shake,185.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Cappuccino Coffee (S),174.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Americano Coffee (S),174.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Chocolate Frappe,279.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Coffee & Beverages (Hot and Cold),Ice Tea - Green Apple flavour,185.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Group Sharing Combos,2 Crispy Veggie Burger  + 2 Fries (M) + Veg Pizza McPuff,604.76,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Group Sharing Combos,2 Crispy Veggie Burger  + Fries (L) + 2 Coke,635.23,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Group Sharing Combos,2 Mc Crispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,684.76,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Group Sharing Combos,2 Mc Crispy Chicken Burger + Fries (L) + 2 Coke,724.76,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,McSaver Combos (2 Pc Meals),Mc Crispy Chicken Burger + Mexican Cheesy Fries,370.47,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,McSaver Combos (2 Pc Meals),Crispy Veggie Burger + Piri Piri Fries (M),320.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,McSaver Combos (2 Pc Meals),Crispy Veggie Burger +  Mexican Cheesy Fries,320.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,McSaver Combos (2 Pc Meals),Mc Crispy Chicken Burger + Piri Piri Fries (M),360.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Desserts,McFlurry Oreo ( M ),129.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Desserts,Black Forest McFlurry Medium,139.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Desserts,Mcflurry Oreo ( S ),104.0,0.0,0
Gujarat,Ahmedabad,McDonald's Gourmet Burger Collection,Ghatlodia,Cakes Brownies and Cookies,Chocochip Muffin,142.0,5.0,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Choco Chips Cake [1 Kg],2199.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Chocolate Truffle Cake [1 Kg],2099.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Chocolate Truffle Cake [500 Gm],1200.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Blueberry Cheese Cake [500 Gm],1540.0,4.3,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Ferrero Rocher Cake [500 Gm],1299.0,4.6,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Chocolate Chips Cake [500 Gm],1200.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Excess Cake [500 Gm],1200.0,4.7,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Death By Chocolate Cake 500gm,1099.0,3.8,2
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Red Velvet Cake [500 Gm],1099.0,4.1,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Swiss Chocolate Cake [500 Gm],898.0,4.8,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Assorted Veg Momo (10 Pcs),500.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Chocolate Truffle Pastry,270.0,4.6,7
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Choco Excess Pastry,270.0,4.3,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Kit Kat Pastry,270.0,3.9,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,The Chocolate Room Brownie,300.0,3.1,3
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Black Forest Pastry,250.0,4.6,11
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Choco Chips Pastry,270.0,4.2,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Lava Lava Cup Cake,199.0,4.3,3
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,The Chocolate Room Cookie,199.0,4.7,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Recommended,Chocolate Couple,799.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Choco Chips Cake [1 Kg],2199.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Chocolate Truffle Cake [1 Kg],2099.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Chocolate Truffle Cake [500 Gm],1200.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Lotus Biscooff Cheese Cake [500 Gm],1598.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Blueberry Cheese Cake [500 Gm],1540.0,4.3,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Ferrero Rocher Cake [500 Gm],1299.0,4.6,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Chocolate Chips Cake [500 Gm],1200.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Excess Cake [500 Gm],1200.0,4.7,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Chocolate Kitkat Cake [500 Gm],1199.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Death By Chocolate Cake 500gm,1099.0,3.8,2
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Red Velvet Cake [500 Gm],1099.0,4.1,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Oreo Cake [500 Gm],999.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Swiss Chocolate Cake [500 Gm],898.0,4.8,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Pineapple Cake [500 Gm],940.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Butterscotch Cake [500 Gm],940.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Cake Of The Month [500 Gm],800.0,3.6,11
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Swiss Magic 500gm,800.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Cake Of The Week [ 250 Gm],600.0,4.7,2
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Milk Almond Cake 500gm,1349.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Mud Cake [500 Gm],1099.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,White Forest Cake [500 Gm],859.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Rainbow Cake [500 Gm],1100.0,5.0,5
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Chocolate Fudge Cake [500 Gm],1099.0,4.5,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Black Forest Cake [500 Gm],940.0,4.7,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Tiramisu Cake [500 Gm],859.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Blueberry Cake [500 Gm],1199.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,CAKE OF THE DAY,899.0,4.1,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Choco Excess Cake [1 Kg],2199.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Mango Cake 500 Gm,1299.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Cakes,Truffle Rakhi Specials 500gm,509.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Chocolate Truffle Pastry,270.0,4.6,7
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Choco Excess Pastry,270.0,4.3,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Lotus Biscooff Cheese Pastry,378.0,4.1,7
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Brownee With Chocolate Sauce,400.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Fererro Rocher Pastry,300.0,3.3,5
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Kit Kat Pastry,270.0,3.9,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,The Chocolate Room Brownie,300.0,3.1,3
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Black Forest Pastry,250.0,4.6,11
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Choco Chips Pastry,270.0,4.2,1
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Lava Lava Cup Cake,199.0,4.3,3
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,Red Velvet Pashtry,200.0,0.0,0
Gujarat,Ahmedabad,The Chocolate Room,Vaishno Devi Circle,Pastries And Desserts,The Chocolate Room Cookie,199.0,4.7,1
