City,Locality / Area,Property Type,Bedrooms,Rent Price,Furnishing Status,Size,Amenities,Project/Owner Name,Contact / Listing Link,Additional Notes
Vadodara,Bhayli,Flat,3 BHK,35000,Fully furnished,1800 sq.ft,"24x7 Security, Gymnasium, Swimming Pool, Children Play Area",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Sevasi,Villa,4 BHK,45000,Semi furnished,2125 sq.ft,"Garden, Gated Community, Water Supply",CITYSCOPE,N/A,N/A
Vadodara,Vasna,Penthouse,4 BHK,45000,Fully furnished,2150 sq.ft,"Gymnasium, 24x7 Security, Children Play Area, Lift",Shivalaya Associate,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,32000,Semi furnished,1560 sq.ft,"Children Play Area, Close to Hospital, Community Hall, Gated Community",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Race Course,Flat,3 BHK,60000,Fully furnished,2800 sq.ft,"Business Center, Close to Railway Station, Close to Pubs & Restaurants, Close to Mall",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Bhayli,Penthouse,4 BHK,25000,Semi furnished,3000 sq.ft,"Gym, Lift, Parking, Kids Area",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Vadsar,Independent House,4 BHK,15000,Un-furnished,1300 sq.ft,"24x7 Security, Security Guards, Children Play Area, Cricket Pitch",Pratham Properties,N/A,N/A
Vadodara,New Alkapuri,Villa,4 BHK,65000,Fully furnished,2000 sq.ft,"24x7 Security, Children Play Area, Close to Mall, Gated Community",Prime Properties,N/A,N/A
Vadodara,Bhayli,Penthouse,4 BHK,40000,Fully furnished,3100 sq.ft,"Gym, Lift, Parking, Power Backup",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Gotri,Flat,2 BHK,13000,Semi furnished,900 sq.ft,"Lift, Parking, Garden, Kids Area",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,New Alkapuri,Villa,4 BHK,27000,Semi furnished,1850 sq.ft,"24x7 Security, Close to Grocery Stores, Close to Hospital, Close to Mall",Shivalaya Associate,N/A,N/A
Vadodara,Atladara,Flat,2 BHK,14000,Fully furnished,850 sq.ft,"Lift, Parking, Garden, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Chhani Jakat Naka,Flat,2 BHK,24000,Semi furnished,1050 sq.ft,"24x7 Security, Gated Community, Swimming Pool, Gymnasium",Shivalaya Associate,N/A,N/A
Vadodara,Sama Savli,Flat,3 BHK,35000,Fully furnished,1150 sq.ft,"Lift, Parking, Garden, Kids Area",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Gotri,Flat,2 BHK,16000,Semi furnished,1550 sq.ft,"24x7 Security, Gated Community, Children Play Area, Close to Mall",Shivalaya Associate,N/A,N/A
Vadodara,Bapu nagar,Flat,2 BHK,12500,Semi furnished,1150 sq.ft,"Gated Community, Security Guards, Marble, Close to Jain Temple",Prime Properties,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,25000,Fully furnished,1750 sq.ft,"24x7 Security, Community Hall, Landscaped Garden, Lift",Shivalaya Associate,N/A,N/A
Vadodara,Sama Savli,Flat,3 BHK,24000,Semi furnished,1700 sq.ft,"24x7 Security, Children Play Area, Close to Mall, Gated Community",Prime Properties,N/A,N/A
Vadodara,Vasna,Flat,3 BHK,25000,Fully furnished,1050 sq.ft,"Lift, Parking, Garden, Kids Area",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Undera,Flat,1 BHK,12500,Fully furnished,900 sq.ft,"24x7 Security, Children Play Area, Close to Hospital, Close to Mall",BARODA PROPERTIES,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,20000,Fully furnished,1100 sq.ft,"Lift, Gated Community, Children Play Area, 24x7 Security",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,New Alkapuri,Independent House,5 BHK,40000,Semi furnished,2400 sq.ft,"Pool, Gym, Parking, Power Backup",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Tandalja,Flat,3 BHK,15000,Semi furnished,1000 sq.ft,Parking,PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,New Gotri,Flat,3 BHK,40000,Fully furnished,1850 sq.ft,"24x7 Security, Gymnasium, Gated Community, Landscaped Garden",Shivalaya Associate,N/A,N/A
Vadodara,New Gotri,Villa,3 BHK,24000,Semi furnished,1600 sq.ft,"Swimming Pool, Landscaped Garden, Children Play Area, Gymnasium",CITYSCOPE,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,28000,Fully furnished,1500 sq.ft,"Pool, Gym, Lift, Parking",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Bhayli,Flat,2 BHK,13500,Semi furnished,900 sq.ft,"Lift, Parking",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,2 BHK,18000,Fully furnished,1250 sq.ft,"24x7 Security, Gated Community, Close to Mall, Close to Hospital",Vadodara Realty OPC Pvt Ltd,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,55000,Semi furnished,1600 sq.ft,"Swimming Pool, Children Play Area, Landscaped Garden, Gymnasium",CITYSCOPE,N/A,N/A
Vadodara,Atladara,Flat,3 BHK,18000,Semi furnished,1200 sq.ft,"Gym, Lift, Parking, Power Backup",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,2 BHK,21000,Fully furnished,1150 sq.ft,"24x7 Security, Children Play Area, Landscaped Garden, Lift",Shivalaya Associate,N/A,N/A
Vadodara,Harni,Flat,2 BHK,14000,Semi furnished,1130 sq.ft,"24x7 Security, Close to Airport, Close to Hospital, Children Play Area",Mars Property Dealer,N/A,N/A
Vadodara,Sama Savli,Flat,3 BHK,18000,Semi furnished,1850 sq.ft,"24x7 Security, Children Play Area, Lift, Close to Airport",Mars Property Dealer,N/A,N/A
Vadodara,Bhayli,Independent House,3 BHK,19500,Semi furnished,1850 sq.ft,"24x7 Security, Close to Grocery Stores, Close to Hospital, Close to Jain Temple",Shivalaya Associate,N/A,N/A
Vadodara,Vasna,Independent House,2 BHK,15000,Fully furnished,1000 sq.ft,Parking,PRAMUKH GLOBAL REALTORS,N/A,N/A
